time_s,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,surface
136320,0.18445063,0.18397391,0.18253770,0.18012288,0.17669435,0.17219511,0.16653517,0.15957071,0.15106102,0.14056845,0.12717209,0.10827061,0.05509655,,,,,,,,0.05509655
136380,0.18438708,0.18391063,0.18247523,0.18006176,0.17663515,0.17213836,0.16648148,0.15952068,0.15101533,0.14052792,0.12713782,0.10824452,0.05509093,,,,,,,,0.05509093
136440,0.18432360,0.18384742,0.18241283,0.18000072,0.17657600,0.17208168,0.16642784,0.15947070,0.15096970,0.14048744,0.12710358,0.10821845,0.05508532,,,,,,,,0.05508532
136500,0.18426019,0.18378428,0.18235049,0.17993974,0.17651692,0.17202507,0.16637427,0.15942078,0.15092411,0.14044700,0.12706938,0.10819240,0.05507972,,,,,,,,0.05507972
136560,0.18419685,0.18372121,0.18228823,0.17987883,0.17645791,0.17196851,0.16632075,0.15937091,0.15087858,0.14040660,0.12703522,0.10816639,0.05507413,,,,,,,,0.05507413
136620,0.18413358,0.18365821,0.18222604,0.17981799,0.17639897,0.17191202,0.16626729,0.15932110,0.15083309,0.14036625,0.12700108,0.10814040,0.05506854,,,,,,,,0.05506854
136680,0.18407039,0.18359528,0.18216392,0.17975721,0.17634009,0.17185559,0.16621389,0.15927134,0.15078765,0.14032593,0.12696699,0.10811443,0.05506297,,,,,,,,0.05506297
136740,0.18400726,0.18353243,0.18210187,0.17969651,0.17628127,0.17179922,0.16616055,0.15922163,0.15074226,0.14028566,0.12693293,0.10808849,0.05505740,,,,,,,,0.05505740
136800,0.18394421,0.18346964,0.18203989,0.17963587,0.17622252,0.17174292,0.16610726,0.15917198,0.15069692,0.14024544,0.12689890,0.10806258,0.05505185,,,,,,,,0.05505185
136860,0.18388123,0.18340693,0.18197799,0.17957531,0.17616384,0.17168668,0.16605404,0.15912239,0.15065163,0.14020526,0.12686492,0.10803669,0.05504630,,,,,,,,0.05504630
136920,0.18381832,0.18334429,0.18191615,0.17951481,0.17610523,0.17163051,0.16600088,0.15907285,0.15060639,0.14016511,0.12683096,0.10801083,0.05504076,,,,,,,,0.05504076
136980,0.18375548,0.18328172,0.18185437,0.17945437,0.17604667,0.17157439,0.16594777,0.15902336,0.15056119,0.14012501,0.12679704,0.10798500,0.05503523,,,,,,,,0.05503523
137040,0.18369271,0.18321921,0.18179267,0.17939400,0.17598818,0.17151833,0.16589472,0.15897392,0.15051604,0.14008495,0.12676316,0.10795919,0.05502971,,,,,,,,0.05502971
137100,0.18363001,0.18315678,0.18173103,0.17933370,0.17592976,0.17146234,0.16584173,0.15892454,0.15047094,0.14004494,0.12672930,0.10793340,0.05502420,,,,,,,,0.05502420
137160,0.18356738,0.18309441,0.18166946,0.17927347,0.17587140,0.17140640,0.16578879,0.15887521,0.15042589,0.14000496,0.12669549,0.10790764,0.05501870,,,,,,,,0.05501870
137220,0.18350482,0.18303212,0.18160797,0.17921330,0.17581310,0.17135053,0.16573591,0.15882593,0.15038088,0.13996503,0.12666170,0.10788191,0.05501321,,,,,,,,0.05501321
137280,0.18344233,0.18296989,0.18154654,0.17915320,0.17575487,0.17129472,0.16568309,0.15877671,0.15033592,0.13992513,0.12662796,0.10785620,0.05500773,,,,,,,,0.05500773
137340,0.18337991,0.18290774,0.18148517,0.17909317,0.17569671,0.17123897,0.16563033,0.15872754,0.15029101,0.13988528,0.12659424,0.10783052,0.05500225,,,,,,,,0.05500225
137400,0.18331756,0.18284565,0.18142388,0.17903320,0.17563860,0.17118328,0.16557762,0.15867842,0.15024615,0.13984548,0.12656056,0.10780486,0.05499679,,,,,,,,0.05499679
137460,0.18325527,0.18278363,0.18136266,0.17897330,0.17558057,0.17112765,0.16552497,0.15862935,0.15020134,0.13980571,0.12652692,0.10777923,0.05499133,,,,,,,,0.05499133
137520,0.18319306,0.18272168,0.18130150,0.17891346,0.17552259,0.17107209,0.16547238,0.15858034,0.15015657,0.13976598,0.12649331,0.10775362,0.05498588,,,,,,,,0.05498588
137580,0.18313092,0.18265980,0.18124041,0.17885370,0.17546468,0.17101658,0.16541985,0.15853138,0.15011185,0.13972630,0.12645973,0.10772804,0.05498044,,,,,,,,0.05498044
137640,0.18306885,0.18259799,0.18117939,0.17879399,0.17540683,0.17096113,0.16536737,0.15848247,0.15006718,0.13968666,0.12642619,0.10770248,0.05497501,,,,,,,,0.05497501
137700,0.18300684,0.18253625,0.18111843,0.17873436,0.17534905,0.17090575,0.16531495,0.15843362,0.15002256,0.13964705,0.12639268,0.10767695,0.05496959,,,,,,,,0.05496959
137760,0.18294491,0.18247458,0.18105755,0.17867479,0.17529133,0.17085043,0.16526259,0.15838482,0.14997798,0.13960749,0.12635921,0.10765145,0.05496418,,,,,,,,0.05496418
137820,0.18288304,0.18241297,0.18099673,0.17861528,0.17523368,0.17079516,0.16521028,0.15833607,0.14993345,0.13956797,0.12632577,0.10762596,0.05495878,,,,,,,,0.05495878
137880,0.18282124,0.18235144,0.18093598,0.17855585,0.17517608,0.17073996,0.16515803,0.15828737,0.14988897,0.13952850,0.12629236,0.10760051,0.05495338,,,,,,,,0.05495338
137940,0.18275951,0.18228997,0.18087530,0.17849647,0.17511855,0.17068482,0.16510584,0.15823872,0.14984453,0.13948906,0.12625899,0.10757508,0.05494800,,,,,,,,0.05494800
138000,0.18269785,0.18222857,0.18081468,0.17843717,0.17506109,0.17062973,0.16505370,0.15819013,0.14980014,0.13944966,0.12622566,0.10754967,0.05494262,,,,,,,,0.05494262
138060,0.18263626,0.18216724,0.18075413,0.17837793,0.17500368,0.17057471,0.16500162,0.15814159,0.14975580,0.13941031,0.12619235,0.10752429,0.05493725,,,,,,,,0.05493725
138120,0.18257473,0.18210597,0.18069365,0.17831875,0.17494634,0.17051975,0.16494960,0.15809310,0.14971151,0.13937099,0.12615908,0.10749893,0.05493189,,,,,,,,0.05493189
138180,0.18251328,0.18204478,0.18063323,0.17825964,0.17488907,0.17046485,0.16489763,0.15804466,0.14966726,0.13933172,0.12612584,0.10747360,0.05492654,,,,,,,,0.05492654
138240,0.18245189,0.18198365,0.18057288,0.17820059,0.17483185,0.17041000,0.16484572,0.15799627,0.14962306,0.13929248,0.12609264,0.10744830,0.05492120,,,,,,,,0.05492120
138300,0.18239057,0.18192259,0.18051260,0.17814161,0.17477470,0.17035522,0.16479386,0.15794794,0.14957890,0.13925329,0.12605947,0.10742302,0.05491587,,,,,,,,0.05491587
138360,0.18232932,0.18186159,0.18045239,0.17808269,0.17471761,0.17030050,0.16474206,0.15789965,0.14953479,0.13921414,0.12602634,0.10739776,0.05491054,,,,,,,,0.05491054
138420,0.18226813,0.18180067,0.18039224,0.17802384,0.17466058,0.17024583,0.16469032,0.15785142,0.14949073,0.13917503,0.12599323,0.10737253,0.05490523,,,,,,,,0.05490523
138480,0.18220702,0.18173981,0.18033215,0.17796506,0.17460362,0.17019123,0.16463863,0.15780324,0.14944671,0.13913596,0.12596017,0.10734732,0.05489992,,,,,,,,0.05489992
138540,0.18214597,0.18167902,0.18027214,0.17790633,0.17454672,0.17013668,0.16458699,0.15775511,0.14940274,0.13909693,0.12592713,0.10732214,0.05489462,,,,,,,,0.05489462
138600,0.18208498,0.18161829,0.18021219,0.17784767,0.17448988,0.17008219,0.16453542,0.15770703,0.14935882,0.13905793,0.12589413,0.10729698,0.05488933,,,,,,,,0.05488933
138660,0.18202408,0.18155764,0.18015231,0.17778909,0.17443310,0.17002777,0.16448390,0.15765901,0.14931495,0.13901899,0.12586116,0.10727185,0.05488405,,,,,,,,0.05488405
138720,0.18196323,0.18149706,0.18009249,0.17773056,0.17437639,0.16997341,0.16443244,0.15761104,0.14927112,0.13898008,0.12582823,0.10724674,0.05487878,,,,,,,,0.05487878
138780,0.18190245,0.18143653,0.18003274,0.17767210,0.17431974,0.16991910,0.16438103,0.15756312,0.14922733,0.13894121,0.12579533,0.10722166,0.05487352,,,,,,,,0.05487352
138840,0.18184174,0.18137607,0.17997305,0.17761370,0.17426314,0.16986485,0.16432967,0.15751524,0.14918359,0.13890238,0.12576246,0.10719660,0.05486826,,,,,,,,0.05486826
138900,0.18178109,0.18131568,0.17991343,0.17755536,0.17420661,0.16981065,0.16427837,0.15746742,0.14913990,0.13886359,0.12572962,0.10717156,0.05486301,,,,,,,,0.05486301
138960,0.18172051,0.18125536,0.17985387,0.17749708,0.17415014,0.16975652,0.16422712,0.15741965,0.14909625,0.13882484,0.12569682,0.10714655,0.05485777,,,,,,,,0.05485777
139020,0.18166000,0.18119510,0.17979438,0.17743887,0.17409373,0.16970244,0.16417593,0.15737192,0.14905264,0.13878613,0.12566405,0.10712156,0.05485254,,,,,,,,0.05485254
139080,0.18159955,0.18113491,0.17973496,0.17738073,0.17403739,0.16964843,0.16412479,0.15732425,0.14900909,0.13874746,0.12563131,0.10709660,0.05484732,,,,,,,,0.05484732
139140,0.18153917,0.18107478,0.17967560,0.17732264,0.17398110,0.16959447,0.16407371,0.15727663,0.14896558,0.13870883,0.12559861,0.10707166,0.05484211,,,,,,,,0.05484211
139200,0.18147886,0.18101472,0.17961630,0.17726462,0.17392487,0.16954057,0.16402268,0.15722906,0.14892211,0.13867024,0.12556594,0.10704675,0.05483690,,,,,,,,0.05483690
139260,0.18141861,0.18095473,0.17955707,0.17720667,0.17386871,0.16948672,0.16397171,0.15718154,0.14887869,0.13863169,0.12553330,0.10702186,0.05483171,,,,,,,,0.05483171
139320,0.18135843,0.18089480,0.17949790,0.17714877,0.17381261,0.16943294,0.16392079,0.15713407,0.14883531,0.13859317,0.12550069,0.10699700,0.05482652,,,,,,,,0.05482652
139380,0.18129831,0.18083494,0.17943880,0.17709094,0.17375657,0.16937921,0.16386993,0.15708665,0.14879198,0.13855470,0.12546812,0.10697215,0.05482134,,,,,,,,0.05482134
139440,0.18123826,0.18077514,0.17937976,0.17703317,0.17370058,0.16932554,0.16381912,0.15703928,0.14874870,0.13851627,0.12543558,0.10694734,0.05481617,,,,,,,,0.05481617
139500,0.18117827,0.18071541,0.17932079,0.17697547,0.17364466,0.16927193,0.16376836,0.15699196,0.14870546,0.13847787,0.12540307,0.10692254,0.05481100,,,,,,,,0.05481100
139560,0.18111835,0.18065574,0.17926188,0.17691783,0.17358880,0.16921838,0.16371766,0.15694469,0.14866226,0.13843952,0.12537059,0.10689777,0.05480585,,,,,,,,0.05480585
139620,0.18105850,0.18059614,0.17920303,0.17686025,0.17353300,0.16916488,0.16366701,0.15689747,0.14861911,0.13840120,0.12533815,0.10687303,0.05480070,,,,,,,,0.05480070
139680,0.18099871,0.18053660,0.17914425,0.17680273,0.17347726,0.16911144,0.16361642,0.15685030,0.14857601,0.13836293,0.12530574,0.10684831,0.05479556,,,,,,,,0.05479556
139740,0.18093899,0.18047713,0.17908554,0.17674528,0.17342158,0.16905806,0.16356588,0.15680318,0.14853294,0.13832469,0.12527336,0.10682361,0.05479043,,,,,,,,0.05479043
139800,0.18087933,0.18041772,0.17902688,0.17668788,0.17336596,0.16900474,0.16351539,0.15675611,0.14848993,0.13828649,0.12524102,0.10679894,0.05478531,,,,,,,,0.05478531
139860,0.18081974,0.18035838,0.17896830,0.17663055,0.17331040,0.16895147,0.16346496,0.15670909,0.14844696,0.13824833,0.12520870,0.10677429,0.05478020,,,,,,,,0.05478020
139920,0.18076021,0.18029910,0.17890977,0.17657329,0.17325490,0.16889826,0.16341458,0.15666212,0.14840403,0.13821021,0.12517642,0.10674966,0.05477509,,,,,,,,0.05477509
139980,0.18070075,0.18023989,0.17885131,0.17651608,0.17319946,0.16884511,0.16336426,0.15661519,0.14836115,0.13817213,0.12514417,0.10672506,0.05476999,,,,,,,,0.05476999
140040,0.18064135,0.18018074,0.17879291,0.17645894,0.17314408,0.16879201,0.16331399,0.15656832,0.14831831,0.13813409,0.12511195,0.10670048,0.05476490,,,,,,,,0.05476490
140100,0.18058201,0.18012166,0.17873458,0.17640185,0.17308876,0.16873897,0.16326377,0.15652149,0.14827552,0.13809608,0.12507977,0.10667593,0.05475982,,,,,,,,0.05475982
140160,0.18052274,0.18006264,0.17867630,0.17634483,0.17303350,0.16868599,0.16321360,0.15647472,0.14823277,0.13805812,0.12504762,0.10665140,0.05475475,,,,,,,,0.05475475
140220,0.18046354,0.18000368,0.17861810,0.17628787,0.17297830,0.16863306,0.16316349,0.15642799,0.14819006,0.13802019,0.12501549,0.10662689,0.05474969,,,,,,,,0.05474969
140280,0.18040440,0.17994479,0.17855995,0.17623098,0.17292315,0.16858019,0.16311343,0.15638131,0.14814740,0.13798230,0.12498341,0.10660241,0.05474463,,,,,,,,0.05474463
140340,0.18034532,0.17988596,0.17850187,0.17617414,0.17286807,0.16852738,0.16306342,0.15633469,0.14810478,0.13794445,0.12495135,0.10657795,0.05473958,,,,,,,,0.05473958
140400,0.18028631,0.17982719,0.17844385,0.17611737,0.17281305,0.16847462,0.16301347,0.15628811,0.14806221,0.13790664,0.12491932,0.10655351,0.05473454,,,,,,,,0.05473454
140460,0.18022737,0.17976850,0.17838590,0.17606066,0.17275809,0.16842193,0.16296357,0.15624158,0.14801969,0.13786888,0.12488733,0.10652910,0.05472951,,,,,,,,0.05472951
140520,0.18016849,0.17970987,0.17832801,0.17600401,0.17270318,0.16836929,0.16291373,0.15619510,0.14797720,0.13783114,0.12485537,0.10650471,0.05472448,,,,,,,,0.05472448
140580,0.18010967,0.17965129,0.17827018,0.17594742,0.17264834,0.16831670,0.16286393,0.15614867,0.14793476,0.13779345,0.12482344,0.10648034,0.05471947,,,,,,,,0.05471947
140640,0.18005091,0.17959278,0.17821241,0.17589089,0.17259355,0.16826417,0.16281419,0.15610228,0.14789236,0.13775579,0.12479154,0.10645600,0.05471446,,,,,,,,0.05471446
140700,0.17999222,0.17953434,0.17815470,0.17583442,0.17253882,0.16821169,0.16276450,0.15605594,0.14785001,0.13771817,0.12475968,0.10643168,0.05470946,,,,,,,,0.05470946
140760,0.17993359,0.17947595,0.17809705,0.17577801,0.17248415,0.16815927,0.16271486,0.15600966,0.14780770,0.13768059,0.12472784,0.10640739,0.05470447,,,,,,,,0.05470447
140820,0.17987502,0.17941763,0.17803947,0.17572166,0.17242953,0.16810690,0.16266527,0.15596341,0.14776543,0.13764304,0.12469604,0.10638311,0.05469948,,,,,,,,0.05469948
140880,0.17981651,0.17935937,0.17798195,0.17566537,0.17237498,0.16805459,0.16261574,0.15591722,0.14772321,0.13760554,0.12466426,0.10635886,0.05469450,,,,,,,,0.05469450
140940,0.17975807,0.17930118,0.17792449,0.17560914,0.17232048,0.16800234,0.16256626,0.15587108,0.14768103,0.13756807,0.12463252,0.10633464,0.05468954,,,,,,,,0.05468954
141000,0.17969970,0.17924304,0.17786709,0.17555297,0.17226604,0.16795014,0.16251683,0.15582498,0.14763889,0.13753064,0.12460081,0.10631043,0.05468457,,,,,,,,0.05468457
141060,0.17964138,0.17918497,0.17780976,0.17549687,0.17221166,0.16789799,0.16246745,0.15577893,0.14759680,0.13749324,0.12456913,0.10628625,0.05467962,,,,,,,,0.05467962
141120,0.17958313,0.17912697,0.17775249,0.17544082,0.17215734,0.16784591,0.16241813,0.15573293,0.14755475,0.13745589,0.12453748,0.10626210,0.05467468,,,,,,,,0.05467468
141180,0.17952494,0.17906902,0.17769527,0.17538483,0.17210307,0.16779387,0.16236885,0.15568698,0.14751274,0.13741857,0.12450587,0.10623796,0.05466974,,,,,,,,0.05466974
141240,0.17946681,0.17901114,0.17763812,0.17532890,0.17204887,0.16774189,0.16231963,0.15564107,0.14747077,0.13738129,0.12447428,0.10621385,0.05466481,,,,,,,,0.05466481
141300,0.17940875,0.17895332,0.17758103,0.17527304,0.17199472,0.16768997,0.16227046,0.15559522,0.14742885,0.13734405,0.12444273,0.10618976,0.05465989,,,,,,,,0.05465989
141360,0.17935075,0.17889556,0.17752400,0.17521723,0.17194062,0.16763810,0.16222134,0.15554941,0.14738697,0.13730685,0.12441121,0.10616570,0.05465497,,,,,,,,0.05465497
141420,0.17929281,0.17883786,0.17746704,0.17516148,0.17188659,0.16758629,0.16217227,0.15550364,0.14734514,0.13726968,0.12437971,0.10614166,0.05465007,,,,,,,,0.05465007
141480,0.17923493,0.17878023,0.17741013,0.17510579,0.17183261,0.16753453,0.16212325,0.15545793,0.14730335,0.13723255,0.12434825,0.10611764,0.05464517,,,,,,,,0.05464517
141540,0.17917712,0.17872266,0.17735329,0.17505016,0.17177869,0.16748282,0.16207429,0.15541226,0.14726159,0.13719546,0.12431682,0.10609364,0.05464028,,,,,,,,0.05464028
141600,0.17911936,0.17866514,0.17729650,0.17499459,0.17172483,0.16743117,0.16202537,0.15536664,0.14721989,0.13715840,0.12428542,0.10606967,0.05463540,,,,,,,,0.05463540
141660,0.17906167,0.17860769,0.17723978,0.17493908,0.17167102,0.16737958,0.16197651,0.15532107,0.14717822,0.13712138,0.12425405,0.10604572,0.05463052,,,,,,,,0.05463052
141720,0.17900404,0.17855031,0.17718311,0.17488363,0.17161728,0.16732803,0.16192770,0.15527554,0.14713660,0.13708440,0.12422272,0.10602179,0.05462565,,,,,,,,0.05462565
141780,0.17894648,0.17849298,0.17712651,0.17482823,0.17156358,0.16727655,0.16187894,0.15523006,0.14709502,0.13704746,0.12419141,0.10599789,0.05462079,,,,,,,,0.05462079
141840,0.17888897,0.17843572,0.17706997,0.17477290,0.17150995,0.16722511,0.16183023,0.15518463,0.14705348,0.13701055,0.12416013,0.10597400,0.05461594,,,,,,,,0.05461594
141900,0.17883153,0.17837851,0.17701349,0.17471762,0.17145637,0.16717373,0.16178157,0.15513924,0.14701198,0.13697368,0.12412889,0.10595014,0.05461110,,,,,,,,0.05461110
141960,0.17877414,0.17832137,0.17695706,0.17466241,0.17140285,0.16712241,0.16173296,0.15509390,0.14697053,0.13693685,0.12409767,0.10592631,0.05460626,,,,,,,,0.05460626
142020,0.17871682,0.17826429,0.17690070,0.17460725,0.17134938,0.16707114,0.16168440,0.15504861,0.14692912,0.13690005,0.12406649,0.10590249,0.05460143,,,,,,,,0.05460143
142080,0.17865956,0.17820726,0.17684440,0.17455215,0.17129598,0.16701992,0.16163589,0.15500336,0.14688775,0.13686329,0.12403533,0.10587870,0.05459661,,,,,,,,0.05459661
142140,0.17860236,0.17815030,0.17678816,0.17449711,0.17124262,0.16696876,0.16158743,0.15495817,0.14684642,0.13682657,0.12400421,0.10585493,0.05459179,,,,,,,,0.05459179
142200,0.17854522,0.17809340,0.17673198,0.17444212,0.17118933,0.16691765,0.16153903,0.15491301,0.14680514,0.13678988,0.12397312,0.10583118,0.05458699,,,,,,,,0.05458699
142260,0.17848815,0.17803657,0.17667586,0.17438721,0.17113610,0.16686660,0.16149068,0.15486791,0.14676390,0.13675323,0.12394206,0.10580746,0.05458219,,,,,,,,0.05458219
142320,0.17843114,0.17797980,0.17661980,0.17433234,0.17108291,0.16681559,0.16144237,0.15482285,0.14672270,0.13671662,0.12391102,0.10578376,0.05457740,,,,,,,,0.05457740
142380,0.17837418,0.17792308,0.17656380,0.17427754,0.17102979,0.16676465,0.16139412,0.15477784,0.14668154,0.13668005,0.12388002,0.10576008,0.05457261,,,,,,,,0.05457261
142440,0.17831729,0.17786642,0.17650786,0.17422279,0.17097672,0.16671375,0.16134591,0.15473287,0.14664042,0.13664351,0.12384905,0.10573642,0.05456784,,,,,,,,0.05456784
142500,0.17826045,0.17780982,0.17645197,0.17416809,0.17092370,0.16666291,0.16129775,0.15468795,0.14659935,0.13660700,0.12381811,0.10571279,0.05456307,,,,,,,,0.05456307
142560,0.17820368,0.17775329,0.17639615,0.17411346,0.17087074,0.16661211,0.16124965,0.15464308,0.14655831,0.13657053,0.12378720,0.10568918,0.05455831,,,,,,,,0.05455831
142620,0.17814696,0.17769681,0.17634038,0.17405888,0.17081784,0.16656138,0.16120159,0.15459825,0.14651732,0.13653410,0.12375631,0.10566558,0.05455355,,,,,,,,0.05455355
142680,0.17809031,0.17764039,0.17628467,0.17400436,0.17076499,0.16651069,0.16115358,0.15455347,0.14647637,0.13649771,0.12372546,0.10564202,0.05454881,,,,,,,,0.05454881
142740,0.17803371,0.17758403,0.17622902,0.17394990,0.17071219,0.16646006,0.16110562,0.15450873,0.14643545,0.13646135,0.12369464,0.10561847,0.05454407,,,,,,,,0.05454407
142800,0.17797718,0.17752774,0.17617344,0.17389549,0.17065945,0.16640948,0.16105772,0.15446404,0.14639458,0.13642503,0.12366385,0.10559495,0.05453934,,,,,,,,0.05453934
142860,0.17792071,0.17747150,0.17611790,0.17384115,0.17060677,0.16635896,0.16100986,0.15441939,0.14635376,0.13638874,0.12363309,0.10557144,0.05453461,,,,,,,,0.05453461
142920,0.17786429,0.17741532,0.17606243,0.17378686,0.17055414,0.16630848,0.16096205,0.15437479,0.14631297,0.13635249,0.12360235,0.10554797,0.05452989,,,,,,,,0.05452989
142980,0.17780794,0.17735920,0.17600702,0.17373262,0.17050157,0.16625806,0.16091429,0.15433023,0.14627222,0.13631627,0.12357165,0.10552451,0.05452518,,,,,,,,0.05452518
143040,0.17775164,0.17730314,0.17595166,0.17367845,0.17044905,0.16620769,0.16086658,0.15428573,0.14623152,0.13628009,0.12354098,0.10550107,0.05452048,,,,,,,,0.05452048
143100,0.17769541,0.17724714,0.17589637,0.17362433,0.17039659,0.16615738,0.16081892,0.15424126,0.14619085,0.13624395,0.12351033,0.10547766,0.05451579,,,,,,,,0.05451579
143160,0.17763923,0.17719120,0.17584113,0.17357027,0.17034418,0.16610711,0.16077131,0.15419684,0.14615023,0.13620784,0.12347972,0.10545427,0.05451110,,,,,,,,0.05451110
143220,0.17758311,0.17713531,0.17578595,0.17351626,0.17029183,0.16605690,0.16072374,0.15415247,0.14610965,0.13617177,0.12344914,0.10543090,0.05450642,,,,,,,,0.05450642
143280,0.17752706,0.17707949,0.17573083,0.17346231,0.17023953,0.16600674,0.16067623,0.15410814,0.14606911,0.13613574,0.12341858,0.10540755,0.05450175,,,,,,,,0.05450175
143340,0.17747106,0.17702372,0.17567576,0.17340842,0.17018729,0.16595663,0.16062876,0.15406386,0.14602861,0.13609974,0.12338806,0.10538422,0.05449708,,,,,,,,0.05449708
143400,0.17741512,0.17696802,0.17562076,0.17335458,0.17013510,0.16590658,0.16058135,0.15401962,0.14598815,0.13606377,0.12335756,0.10536092,0.05449242,,,,,,,,0.05449242
143460,0.17735924,0.17691237,0.17556581,0.17330081,0.17008297,0.16585657,0.16053398,0.15397543,0.14594773,0.13602784,0.12332710,0.10533764,0.05448777,,,,,,,,0.05448777
143520,0.17730342,0.17685678,0.17551092,0.17324708,0.17003088,0.16580662,0.16048666,0.15393128,0.14590735,0.13599195,0.12329666,0.10531438,0.05448313,,,,,,,,0.05448313
143580,0.17724765,0.17680125,0.17545609,0.17319342,0.16997886,0.16575672,0.16043939,0.15388717,0.14586701,0.13595609,0.12326625,0.10529114,0.05447849,,,,,,,,0.05447849
143640,0.17719195,0.17674578,0.17540131,0.17313981,0.16992689,0.16570687,0.16039217,0.15384312,0.14582671,0.13592026,0.12323588,0.10526792,0.05447386,,,,,,,,0.05447386
143700,0.17713630,0.17669036,0.17534659,0.17308625,0.16987497,0.16565707,0.16034499,0.15379910,0.14578646,0.13588448,0.12320553,0.10524472,0.05446924,,,,,,,,0.05446924
143760,0.17708072,0.17663501,0.17529193,0.17303275,0.16982310,0.16560733,0.16029787,0.15375513,0.14574624,0.13584872,0.12317521,0.10522155,0.05446462,,,,,,,,0.05446462
143820,0.17702519,0.17657971,0.17523733,0.17297931,0.16977129,0.16555763,0.16025079,0.15371121,0.14570606,0.13581301,0.12314492,0.10519840,0.05446001,,,,,,,,0.05446001
143880,0.17696972,0.17652447,0.17518278,0.17292592,0.16971954,0.16550799,0.16020376,0.15366733,0.14566592,0.13577732,0.12311466,0.10517527,0.05445541,,,,,,,,0.05445541
143940,0.17691431,0.17646929,0.17512829,0.17287259,0.16966783,0.16545840,0.16015678,0.15362349,0.14562583,0.13574168,0.12308442,0.10515216,0.05445082,,,,,,,,0.05445082
144000,0.17685895,0.17641417,0.17507386,0.17281931,0.16961619,0.16540886,0.16010985,0.15357970,0.14558577,0.13570606,0.12305422,0.10512907,0.05444623,,,,,,,,0.05444623
144060,0.17680366,0.17635911,0.17501949,0.17276610,0.16956460,0.16535937,0.16006297,0.15353596,0.14554576,0.13567049,0.12302405,0.10510601,0.05444165,,,,,,,,0.05444165
144120,0.17674843,0.17630410,0.17496518,0.17271294,0.16951306,0.16530994,0.16001613,0.15349226,0.14550578,0.13563495,0.12299391,0.10508297,0.05443708,,,,,,,,0.05443708
144180,0.17669325,0.17624915,0.17491092,0.17265983,0.16946157,0.16526055,0.15996934,0.15344860,0.14546585,0.13559944,0.12296379,0.10505994,0.05443252,,,,,,,,0.05443252
144240,0.17663812,0.17619426,0.17485671,0.17260678,0.16941013,0.16521121,0.15992260,0.15340498,0.14542595,0.13556397,0.12293370,0.10503694,0.05442796,,,,,,,,0.05442796
144300,0.17658306,0.17613942,0.17480256,0.17255378,0.16935875,0.16516192,0.15987591,0.15336141,0.14538609,0.13552853,0.12290365,0.10501396,0.05442341,,,,,,,,0.05442341
144360,0.17652805,0.17608464,0.17474847,0.17250083,0.16930742,0.16511269,0.15982926,0.15331789,0.14534627,0.13549313,0.12287362,0.10499100,0.05441886,,,,,,,,0.05441886
144420,0.17647310,0.17602992,0.17469444,0.17244794,0.16925615,0.16506350,0.15978266,0.15327440,0.14530650,0.13545776,0.12284362,0.10496806,0.05441432,,,,,,,,0.05441432
144480,0.17641821,0.17597526,0.17464046,0.17239511,0.16920492,0.16501437,0.15973611,0.15323096,0.14526676,0.13542242,0.12281364,0.10494515,0.05440979,,,,,,,,0.05440979
144540,0.17636337,0.17592065,0.17458653,0.17234233,0.16915375,0.16496528,0.15968961,0.15318757,0.14522706,0.13538712,0.12278370,0.10492225,0.05440527,,,,,,,,0.05440527
144600,0.17630860,0.17586610,0.17453267,0.17228960,0.16910263,0.16491625,0.15964315,0.15314422,0.14518740,0.13535186,0.12275378,0.10489938,0.05440075,,,,,,,,0.05440075
144660,0.17625387,0.17581160,0.17447885,0.17223693,0.16905157,0.16486726,0.15959674,0.15310091,0.14514778,0.13531663,0.12272390,0.10487652,0.05439624,,,,,,,,0.05439624
144720,0.17619921,0.17575717,0.17442510,0.17218432,0.16900056,0.16481833,0.15955038,0.15305764,0.14510820,0.13528143,0.12269404,0.10485369,0.05439174,,,,,,,,0.05439174
144780,0.17614460,0.17570279,0.17437140,0.17213176,0.16894960,0.16476945,0.15950406,0.15301442,0.14506865,0.13524627,0.12266421,0.10483088,0.05438725,,,,,,,,0.05438725
144840,0.17609005,0.17564846,0.17431775,0.17207925,0.16889869,0.16472061,0.15945779,0.15297124,0.14502915,0.13521114,0.12263441,0.10480809,0.05438276,,,,,,,,0.05438276
144900,0.17603556,0.17559419,0.17426417,0.17202680,0.16884784,0.16467183,0.15941157,0.15292811,0.14498969,0.13517605,0.12260464,0.10478532,0.05437828,,,,,,,,0.05437828
144960,0.17598112,0.17553998,0.17421063,0.17197440,0.16879703,0.16462309,0.15936540,0.15288502,0.14495026,0.13514099,0.12257489,0.10476258,0.05437380,,,,,,,,0.05437380
145020,0.17592674,0.17548583,0.17415716,0.17192205,0.16874628,0.16457441,0.15931927,0.15284197,0.14491088,0.13510596,0.12254518,0.10473985,0.05436933,,,,,,,,0.05436933
